	prediction key	run number	Accuracy	Dataset Size	Model	Inter-Aspect	CWR	Position	Dataset	Split	Reduced Error Split	NT	Subset By
972	predicted_target_sentiment_IAN_GloVe_None_None	1	85.36585365853658	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
973	predicted_target_sentiment_IAN_GloVe_None_None	2	92.6829268292683	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
974	predicted_target_sentiment_IAN_GloVe_None_None	3	87.8048780487805	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
975	predicted_target_sentiment_IAN_GloVe_None_None	4	92.6829268292683	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
976	predicted_target_sentiment_IAN_GloVe_None_None	5	82.92682926829268	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
977	predicted_target_sentiment_IAN_GloVe_None_None	6	85.36585365853658	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
978	predicted_target_sentiment_IAN_GloVe_None_None	7	87.8048780487805	41	IAN	False	False	False	Laptop	Val	TSSR	High	1-Multi
979	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	0.0	0	TDLSTM	False	False	False	Laptop	Val	TSSR	1	1-Multi
980	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	73.83720930232558	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
981	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	74.4186046511628	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
982	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	72.09302325581395	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
983	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	72.67441860465115	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
984	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	68.6046511627907	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
985	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	72.67441860465115	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
986	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	72.09302325581395	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
987	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	69.76744186046511	172	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	1-Multi
988	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	77.77777777777779	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
989	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	71.42857142857143	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
990	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	79.36507936507937	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
991	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	77.77777777777779	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
992	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	71.42857142857143	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
993	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	74.60317460317461	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
994	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	68.25396825396825	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
995	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	80.95238095238095	63	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	1-Multi
996	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	70.73170731707317	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
997	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	80.48780487804879	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
998	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	80.48780487804879	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
999	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	70.73170731707317	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
1000	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	75.60975609756098	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
1001	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	78.04878048780488	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
1002	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	78.04878048780488	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
1003	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	75.60975609756098	41	TDLSTM	False	False	False	Laptop	Val	TSSR	High	1-Multi
1004	predicted_target_sentiment_AE_GloVe_None_None	0	0.0	0	AE	False	False	False	Laptop	Val	TSSR	1	Low
1005	predicted_target_sentiment_AE_GloVe_None_None	0	56.25	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1006	predicted_target_sentiment_AE_GloVe_None_None	1	50.0	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1007	predicted_target_sentiment_AE_GloVe_None_None	2	50.0	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1008	predicted_target_sentiment_AE_GloVe_None_None	3	52.083333333333336	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1009	predicted_target_sentiment_AE_GloVe_None_None	4	47.91666666666667	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1010	predicted_target_sentiment_AE_GloVe_None_None	5	52.083333333333336	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1011	predicted_target_sentiment_AE_GloVe_None_None	6	50.0	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1012	predicted_target_sentiment_AE_GloVe_None_None	7	52.083333333333336	48	AE	False	False	False	Laptop	Val	TSSR	Low	Low
1013	predicted_target_sentiment_AE_GloVe_None_None	0	38.88888888888889	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1014	predicted_target_sentiment_AE_GloVe_None_None	1	33.33333333333333	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1015	predicted_target_sentiment_AE_GloVe_None_None	2	38.88888888888889	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1016	predicted_target_sentiment_AE_GloVe_None_None	3	22.22222222222222	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1017	predicted_target_sentiment_AE_GloVe_None_None	4	44.44444444444444	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1018	predicted_target_sentiment_AE_GloVe_None_None	5	38.88888888888889	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1019	predicted_target_sentiment_AE_GloVe_None_None	6	61.111111111111114	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1020	predicted_target_sentiment_AE_GloVe_None_None	7	33.33333333333333	18	AE	False	False	False	Laptop	Val	TSSR	Med	Low
1021	predicted_target_sentiment_AE_GloVe_None_None	0	45.45454545454545	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1022	predicted_target_sentiment_AE_GloVe_None_None	1	72.72727272727273	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1023	predicted_target_sentiment_AE_GloVe_None_None	2	63.63636363636363	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1024	predicted_target_sentiment_AE_GloVe_None_None	3	63.63636363636363	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1025	predicted_target_sentiment_AE_GloVe_None_None	4	63.63636363636363	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1026	predicted_target_sentiment_AE_GloVe_None_None	5	63.63636363636363	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1027	predicted_target_sentiment_AE_GloVe_None_None	6	54.54545454545454	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1028	predicted_target_sentiment_AE_GloVe_None_None	7	63.63636363636363	11	AE	False	False	False	Laptop	Val	TSSR	High	Low
1029	predicted_target_sentiment_CNN_GloVe_None_None	0	0.0	0	CNN	False	False	False	Laptop	Val	TSSR	1	Low
1030	predicted_target_sentiment_CNN_GloVe_None_None	0	41.66666666666667	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1031	predicted_target_sentiment_CNN_GloVe_None_None	1	45.83333333333333	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1032	predicted_target_sentiment_CNN_GloVe_None_None	2	43.75	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1033	predicted_target_sentiment_CNN_GloVe_None_None	3	43.75	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1034	predicted_target_sentiment_CNN_GloVe_None_None	4	45.83333333333333	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1035	predicted_target_sentiment_CNN_GloVe_None_None	5	41.66666666666667	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1036	predicted_target_sentiment_CNN_GloVe_None_None	6	43.75	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1037	predicted_target_sentiment_CNN_GloVe_None_None	7	39.58333333333333	48	CNN	False	False	False	Laptop	Val	TSSR	Low	Low
1038	predicted_target_sentiment_CNN_GloVe_None_None	0	27.77777777777778	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1039	predicted_target_sentiment_CNN_GloVe_None_None	1	38.88888888888889	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1040	predicted_target_sentiment_CNN_GloVe_None_None	2	33.33333333333333	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1041	predicted_target_sentiment_CNN_GloVe_None_None	3	33.33333333333333	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1042	predicted_target_sentiment_CNN_GloVe_None_None	4	33.33333333333333	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1043	predicted_target_sentiment_CNN_GloVe_None_None	5	27.77777777777778	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1044	predicted_target_sentiment_CNN_GloVe_None_None	6	27.77777777777778	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1045	predicted_target_sentiment_CNN_GloVe_None_None	7	16.666666666666664	18	CNN	False	False	False	Laptop	Val	TSSR	Med	Low
1046	predicted_target_sentiment_CNN_GloVe_None_None	0	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1047	predicted_target_sentiment_CNN_GloVe_None_None	1	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1048	predicted_target_sentiment_CNN_GloVe_None_None	2	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1049	predicted_target_sentiment_CNN_GloVe_None_None	3	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1050	predicted_target_sentiment_CNN_GloVe_None_None	4	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1051	predicted_target_sentiment_CNN_GloVe_None_None	5	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1052	predicted_target_sentiment_CNN_GloVe_None_None	6	45.45454545454545	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1053	predicted_target_sentiment_CNN_GloVe_None_None	7	36.36363636363637	11	CNN	False	False	False	Laptop	Val	TSSR	High	Low
1054	predicted_target_sentiment_IAN_GloVe_None_None	0	0.0	0	IAN	False	False	False	Laptop	Val	TSSR	1	Low
1055	predicted_target_sentiment_IAN_GloVe_None_None	0	52.083333333333336	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1056	predicted_target_sentiment_IAN_GloVe_None_None	1	45.83333333333333	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1057	predicted_target_sentiment_IAN_GloVe_None_None	2	54.166666666666664	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1058	predicted_target_sentiment_IAN_GloVe_None_None	3	50.0	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1059	predicted_target_sentiment_IAN_GloVe_None_None	4	50.0	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1060	predicted_target_sentiment_IAN_GloVe_None_None	5	54.166666666666664	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1061	predicted_target_sentiment_IAN_GloVe_None_None	6	45.83333333333333	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1062	predicted_target_sentiment_IAN_GloVe_None_None	7	43.75	48	IAN	False	False	False	Laptop	Val	TSSR	Low	Low
1063	predicted_target_sentiment_IAN_GloVe_None_None	0	33.33333333333333	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1064	predicted_target_sentiment_IAN_GloVe_None_None	1	22.22222222222222	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1065	predicted_target_sentiment_IAN_GloVe_None_None	2	38.88888888888889	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1066	predicted_target_sentiment_IAN_GloVe_None_None	3	33.33333333333333	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1067	predicted_target_sentiment_IAN_GloVe_None_None	4	33.33333333333333	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1068	predicted_target_sentiment_IAN_GloVe_None_None	5	33.33333333333333	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1069	predicted_target_sentiment_IAN_GloVe_None_None	6	33.33333333333333	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1070	predicted_target_sentiment_IAN_GloVe_None_None	7	27.77777777777778	18	IAN	False	False	False	Laptop	Val	TSSR	Med	Low
1071	predicted_target_sentiment_IAN_GloVe_None_None	0	63.63636363636363	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1072	predicted_target_sentiment_IAN_GloVe_None_None	1	54.54545454545454	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1073	predicted_target_sentiment_IAN_GloVe_None_None	2	72.72727272727273	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1074	predicted_target_sentiment_IAN_GloVe_None_None	3	63.63636363636363	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1075	predicted_target_sentiment_IAN_GloVe_None_None	4	63.63636363636363	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1076	predicted_target_sentiment_IAN_GloVe_None_None	5	63.63636363636363	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1077	predicted_target_sentiment_IAN_GloVe_None_None	6	45.45454545454545	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1078	predicted_target_sentiment_IAN_GloVe_None_None	7	63.63636363636363	11	IAN	False	False	False	Laptop	Val	TSSR	High	Low
1079	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	0.0	0	TDLSTM	False	False	False	Laptop	Val	TSSR	1	Low
1080	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	50.0	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1081	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	52.083333333333336	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1082	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	56.25	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1083	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	43.75	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1084	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	56.25	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1085	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	58.333333333333336	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1086	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	60.416666666666664	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1087	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	47.91666666666667	48	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	Low
1088	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	55.55555555555556	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1089	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	38.88888888888889	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1090	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	44.44444444444444	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1091	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	38.88888888888889	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1092	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	50.0	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1093	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	44.44444444444444	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1094	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	55.55555555555556	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1095	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	50.0	18	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	Low
1096	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	72.72727272727273	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1097	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	45.45454545454545	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1098	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	54.54545454545454	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1099	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	63.63636363636363	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1100	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	45.45454545454545	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1101	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	63.63636363636363	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1102	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	54.54545454545454	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1103	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	54.54545454545454	11	TDLSTM	False	False	False	Laptop	Val	TSSR	High	Low
1104	predicted_target_sentiment_AE_GloVe_None_None	0	0.0	0	AE	False	False	False	Laptop	Val	TSSR	1	High
1105	predicted_target_sentiment_AE_GloVe_None_None	0	0.0	0	AE	False	False	False	Laptop	Val	TSSR	Low	High
1106	predicted_target_sentiment_AE_GloVe_None_None	0	73.33333333333333	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1107	predicted_target_sentiment_AE_GloVe_None_None	1	83.33333333333334	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1108	predicted_target_sentiment_AE_GloVe_None_None	2	83.33333333333334	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1109	predicted_target_sentiment_AE_GloVe_None_None	3	73.33333333333333	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1110	predicted_target_sentiment_AE_GloVe_None_None	4	86.66666666666667	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1111	predicted_target_sentiment_AE_GloVe_None_None	5	70.0	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1112	predicted_target_sentiment_AE_GloVe_None_None	6	60.0	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1113	predicted_target_sentiment_AE_GloVe_None_None	7	86.66666666666667	30	AE	False	False	False	Laptop	Val	TSSR	Med	High
1114	predicted_target_sentiment_AE_GloVe_None_None	0	76.19047619047619	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1115	predicted_target_sentiment_AE_GloVe_None_None	1	52.38095238095239	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1116	predicted_target_sentiment_AE_GloVe_None_None	2	61.904761904761905	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1117	predicted_target_sentiment_AE_GloVe_None_None	3	61.904761904761905	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1118	predicted_target_sentiment_AE_GloVe_None_None	4	76.19047619047619	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1119	predicted_target_sentiment_AE_GloVe_None_None	5	61.904761904761905	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1120	predicted_target_sentiment_AE_GloVe_None_None	6	71.42857142857143	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1121	predicted_target_sentiment_AE_GloVe_None_None	7	52.38095238095239	21	AE	False	False	False	Laptop	Val	TSSR	High	High
1122	predicted_target_sentiment_CNN_GloVe_None_None	0	0.0	0	CNN	False	False	False	Laptop	Val	TSSR	1	High
1123	predicted_target_sentiment_CNN_GloVe_None_None	0	0.0	0	CNN	False	False	False	Laptop	Val	TSSR	Low	High
1124	predicted_target_sentiment_CNN_GloVe_None_None	0	73.33333333333333	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1125	predicted_target_sentiment_CNN_GloVe_None_None	1	60.0	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1126	predicted_target_sentiment_CNN_GloVe_None_None	2	66.66666666666666	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1127	predicted_target_sentiment_CNN_GloVe_None_None	3	66.66666666666666	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1128	predicted_target_sentiment_CNN_GloVe_None_None	4	66.66666666666666	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1129	predicted_target_sentiment_CNN_GloVe_None_None	5	73.33333333333333	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1130	predicted_target_sentiment_CNN_GloVe_None_None	6	73.33333333333333	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1131	predicted_target_sentiment_CNN_GloVe_None_None	7	86.66666666666667	30	CNN	False	False	False	Laptop	Val	TSSR	Med	High
1132	predicted_target_sentiment_CNN_GloVe_None_None	0	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1133	predicted_target_sentiment_CNN_GloVe_None_None	1	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1134	predicted_target_sentiment_CNN_GloVe_None_None	2	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1135	predicted_target_sentiment_CNN_GloVe_None_None	3	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1136	predicted_target_sentiment_CNN_GloVe_None_None	4	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1137	predicted_target_sentiment_CNN_GloVe_None_None	5	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1138	predicted_target_sentiment_CNN_GloVe_None_None	6	66.66666666666666	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1139	predicted_target_sentiment_CNN_GloVe_None_None	7	61.904761904761905	21	CNN	False	False	False	Laptop	Val	TSSR	High	High
1140	predicted_target_sentiment_IAN_GloVe_None_None	0	0.0	0	IAN	False	False	False	Laptop	Val	TSSR	1	High
1141	predicted_target_sentiment_IAN_GloVe_None_None	0	0.0	0	IAN	False	False	False	Laptop	Val	TSSR	Low	High
1142	predicted_target_sentiment_IAN_GloVe_None_None	0	70.0	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1143	predicted_target_sentiment_IAN_GloVe_None_None	1	80.0	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1144	predicted_target_sentiment_IAN_GloVe_None_None	2	83.33333333333334	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1145	predicted_target_sentiment_IAN_GloVe_None_None	3	86.66666666666667	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1146	predicted_target_sentiment_IAN_GloVe_None_None	4	80.0	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1147	predicted_target_sentiment_IAN_GloVe_None_None	5	80.0	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1148	predicted_target_sentiment_IAN_GloVe_None_None	6	63.33333333333333	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1149	predicted_target_sentiment_IAN_GloVe_None_None	7	70.0	30	IAN	False	False	False	Laptop	Val	TSSR	Med	High
1150	predicted_target_sentiment_IAN_GloVe_None_None	0	57.14285714285714	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1151	predicted_target_sentiment_IAN_GloVe_None_None	1	71.42857142857143	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1152	predicted_target_sentiment_IAN_GloVe_None_None	2	71.42857142857143	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1153	predicted_target_sentiment_IAN_GloVe_None_None	3	57.14285714285714	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1154	predicted_target_sentiment_IAN_GloVe_None_None	4	61.904761904761905	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1155	predicted_target_sentiment_IAN_GloVe_None_None	5	57.14285714285714	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1156	predicted_target_sentiment_IAN_GloVe_None_None	6	71.42857142857143	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1157	predicted_target_sentiment_IAN_GloVe_None_None	7	61.904761904761905	21	IAN	False	False	False	Laptop	Val	TSSR	High	High
1158	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	0.0	0	TDLSTM	False	False	False	Laptop	Val	TSSR	1	High
1159	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	0.0	0	TDLSTM	False	False	False	Laptop	Val	TSSR	Low	High
1160	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	70.0	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1161	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	66.66666666666666	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1162	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	63.33333333333333	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1163	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	66.66666666666666	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1164	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	76.66666666666667	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1165	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	76.66666666666667	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1166	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	80.0	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1167	predicted_target_sentiment_TDLSTM_GloVe_None_None	7	70.0	30	TDLSTM	False	False	False	Laptop	Val	TSSR	Med	High
1168	predicted_target_sentiment_TDLSTM_GloVe_None_None	0	52.38095238095239	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
1169	predicted_target_sentiment_TDLSTM_GloVe_None_None	1	57.14285714285714	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
1170	predicted_target_sentiment_TDLSTM_GloVe_None_None	2	76.19047619047619	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
1171	predicted_target_sentiment_TDLSTM_GloVe_None_None	3	52.38095238095239	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
1172	predicted_target_sentiment_TDLSTM_GloVe_None_None	4	57.14285714285714	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
1173	predicted_target_sentiment_TDLSTM_GloVe_None_None	5	57.14285714285714	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
1174	predicted_target_sentiment_TDLSTM_GloVe_None_None	6	66.66666666666666	21	TDLSTM	False	False	False	Laptop	Val	TSSR	High	High
